origins,destinations,durations,departure_times,distance
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",46 mins,1611579600,5.9 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 37 mins,1611579600,13.2 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 2 mins,1611579600,7.4 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",33 mins,1611579600,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",54 mins,1611579600,5.8 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 3 mins,1611579600,10.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 50 mins,1611579600,15.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 23 mins,1611579600,8.8 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",43 mins,1611579600,5.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 0 mins,1611579600,7.4 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 15 mins,1611579600,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 29 mins,1611579600,19.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 13 mins,1611579600,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 23 mins,1611579600,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 18 mins,1611579600,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",56 mins,1611579600,13.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",2 hours 8 mins,1611579600,23.7 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",2 hours 0 mins,1611579600,22.1 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 42 mins,1611579600,11.5 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 17 mins,1611579600,8.1 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 35 mins,1611579600,17.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",33 mins,1611581400,3.2 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",45 mins,1611581400,4.0 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 32 mins,1611581400,11.4 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 48 mins,1611581400,18.7 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",45 mins,1611581400,5.9 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 36 mins,1611581400,13.5 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 8 mins,1611581400,6.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",34 mins,1611581400,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",54 mins,1611581400,6.0 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 4 mins,1611581400,10.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 49 mins,1611581400,15.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 20 mins,1611581400,8.8 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",45 mins,1611581400,5.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",59 mins,1611581400,7.4 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 16 mins,1611581400,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 20 mins,1611581400,19.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 13 mins,1611581400,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 22 mins,1611581400,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 18 mins,1611581400,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",56 mins,1611581400,13.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",2 hours 4 mins,1611581400,23.3 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",2 hours 6 mins,1611581400,22.2 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 24 mins,1611581400,10.7 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",59 mins,1611581400,7.3 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 36 mins,1611581400,17.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",34 mins,1611583200,3.4 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",38 mins,1611583200,3.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 28 mins,1611583200,11.5 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 49 mins,1611583200,14.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",45 mins,1611583200,6.0 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 37 mins,1611583200,13.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 7 mins,1611583200,6.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",32 mins,1611583200,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",53 mins,1611583200,5.8 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 2 mins,1611583200,10.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 46 mins,1611583200,15.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 26 mins,1611583200,9.6 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",43 mins,1611583200,5.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",59 mins,1611583200,7.4 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 15 mins,1611583200,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 16 mins,1611583200,19.3 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 14 mins,1611583200,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 22 mins,1611583200,19.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 18 mins,1611583200,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",56 mins,1611583200,13.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",2 hours 9 mins,1611583200,23.5 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 57 mins,1611583200,24.1 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 25 mins,1611583200,10.7 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 0 mins,1611583200,7.3 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 34 mins,1611583200,17.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",35 mins,1611585000,3.3 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",41 mins,1611585000,3.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 24 mins,1611585000,11.5 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 45 mins,1611585000,14.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",43 mins,1611585000,6.2 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 30 mins,1611585000,13.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 9 mins,1611585000,6.7 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",33 mins,1611585000,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",54 mins,1611585000,5.8 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 0 mins,1611585000,10.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 53 mins,1611585000,15.9 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 20 mins,1611585000,8.8 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",45 mins,1611585000,5.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",58 mins,1611585000,7.4 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 18 mins,1611585000,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 31 mins,1611585000,19.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 10 mins,1611585000,19.0 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 23 mins,1611585000,19.9 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 19 mins,1611585000,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",53 mins,1611585000,13.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 58 mins,1611585000,23.7 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",2 hours 0 mins,1611585000,22.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 27 mins,1611585000,11.5 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 2 mins,1611585000,8.0 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 27 mins,1611585000,17.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",29 mins,1611586800,3.2 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",37 mins,1611586800,3.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 29 mins,1611586800,11.7 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 52 mins,1611586800,14.9 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",45 mins,1611586800,6.2 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 37 mins,1611586800,13.5 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 8 mins,1611586800,6.7 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",31 mins,1611586800,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",52 mins,1611586800,5.8 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",59 mins,1611586800,10.0 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 51 mins,1611586800,15.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 20 mins,1611586800,8.8 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",42 mins,1611586800,4.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",57 mins,1611586800,7.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 16 mins,1611586800,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 29 mins,1611586800,19.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 13 mins,1611586800,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 22 mins,1611586800,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 19 mins,1611586800,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",55 mins,1611586800,13.8 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 58 mins,1611586800,23.6 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 49 mins,1611586800,23.5 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 33 mins,1611586800,11.5 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 8 mins,1611586800,8.1 mi
"2300 Randall Ave, The Bronx, NY 10473, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 27 mins,1611586800,17.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",34 mins,1611588600,3.3 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",35 mins,1611588600,3.8 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 31 mins,1611588600,11.4 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 54 mins,1611588600,14.7 mi
"1500 E 92nd St, Brooklyn, NY 11236, USA","374 Stockholm St, Brooklyn, NY 11237, USA",45 mins,1611588600,5.9 mi
"108-35 167th St, Jamaica, NY 11433, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 35 mins,1611588600,13.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 7 mins,1611588600,6.7 mi
"108-35 167th St, Jamaica, NY 11433, USA","82-68 164th Pl, Jamaica, NY 11432, USA",32 mins,1611588600,2.6 mi
"108-35 167th St, Jamaica, NY 11433, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",53 mins,1611588600,5.8 mi
"108-35 167th St, Jamaica, NY 11433, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 5 mins,1611588600,10.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 52 mins,1611588600,15.9 mi
"102-29 215th St, Jamaica, NY 11429, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 20 mins,1611588600,8.8 mi
"102-29 215th St, Jamaica, NY 11429, USA","82-68 164th Pl, Jamaica, NY 11432, USA",42 mins,1611588600,4.1 mi
"102-29 215th St, Jamaica, NY 11429, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",57 mins,1611588600,7.5 mi
"102-29 215th St, Jamaica, NY 11429, USA","374 Stockholm St, Brooklyn, NY 11237, USA",1 hour 15 mins,1611588600,12.4 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","3201 Kings Hwy, Brooklyn, NY 11234, USA",1 hour 28 mins,1611588600,19.3 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","365 Montauk Ave., Brooklyn, NY 11208, USA",1 hour 13 mins,1611588600,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","82-68 164th Pl, Jamaica, NY 11432, USA",1 hour 22 mins,1611588600,19.6 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","4500 Parsons Blvd, Flushing, NY 11355, USA",1 hour 19 mins,1611588600,17.2 mi
"1290 St Nicholas Ave, New York, NY 10033, USA","374 Stockholm St, Brooklyn, NY 11237, USA",53 mins,1611588600,13.8 mi
