origins,destinations,departure_times,travel_time,departure_dt,hour,date
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609160400,74,2020-12-28 08:00:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609160400,80,2020-12-28 08:00:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609160400,73,2020-12-28 08:00:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609160400,80,2020-12-28 08:00:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609160400,89,2020-12-28 08:00:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609160400,28,2020-12-28 08:00:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609160400,33,2020-12-28 08:00:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609160400,34,2020-12-28 08:00:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609160400,38,2020-12-28 08:00:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609160400,39,2020-12-28 08:00:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609160400,71,2020-12-28 08:00:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609160400,67,2020-12-28 08:00:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609160400,75,2020-12-28 08:00:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609160400,73,2020-12-28 08:00:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609160400,87,2020-12-28 08:00:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609162200,79,2020-12-28 08:30:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609162200,69,2020-12-28 08:30:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609162200,73,2020-12-28 08:30:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609162200,57,2020-12-28 08:30:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609162200,54,2020-12-28 08:30:00-05:00,8,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609162200,60,2020-12-28 08:30:00-05:00,8,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609162200,65,2020-12-28 08:30:00-05:00,8,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609162200,59,2020-12-28 08:30:00-05:00,8,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609162200,67,2020-12-28 08:30:00-05:00,8,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609162200,70,2020-12-28 08:30:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609162200,68,2020-12-28 08:30:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609162200,69,2020-12-28 08:30:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609162200,66,2020-12-28 08:30:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609162200,75,2020-12-28 08:30:00-05:00,8,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609162200,86,2020-12-28 08:30:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609162200,28,2020-12-28 08:30:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609162200,32,2020-12-28 08:30:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609162200,33,2020-12-28 08:30:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609162200,38,2020-12-28 08:30:00-05:00,8,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609162200,39,2020-12-28 08:30:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609162200,66,2020-12-28 08:30:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609162200,63,2020-12-28 08:30:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609162200,71,2020-12-28 08:30:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609162200,68,2020-12-28 08:30:00-05:00,8,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609162200,80,2020-12-28 08:30:00-05:00,8,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609164000,72,2020-12-28 09:00:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609164000,76,2020-12-28 09:00:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609164000,69,2020-12-28 09:00:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609164000,60,2020-12-28 09:00:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609164000,64,2020-12-28 09:00:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609164000,58,2020-12-28 09:00:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609164000,61,2020-12-28 09:00:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609164000,57,2020-12-28 09:00:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609164000,66,2020-12-28 09:00:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609164000,70,2020-12-28 09:00:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609164000,70,2020-12-28 09:00:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609164000,72,2020-12-28 09:00:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609164000,69,2020-12-28 09:00:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609164000,77,2020-12-28 09:00:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609164000,86,2020-12-28 09:00:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609164000,27,2020-12-28 09:00:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609164000,34,2020-12-28 09:00:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609164000,29,2020-12-28 09:00:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609164000,38,2020-12-28 09:00:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609164000,40,2020-12-28 09:00:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609164000,69,2020-12-28 09:00:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609164000,67,2020-12-28 09:00:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609164000,76,2020-12-28 09:00:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609164000,71,2020-12-28 09:00:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609164000,80,2020-12-28 09:00:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609165800,65,2020-12-28 09:30:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609165800,65,2020-12-28 09:30:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609165800,63,2020-12-28 09:30:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609165800,57,2020-12-28 09:30:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609165800,56,2020-12-28 09:30:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609165800,58,2020-12-28 09:30:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609165800,60,2020-12-28 09:30:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609165800,56,2020-12-28 09:30:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609165800,65,2020-12-28 09:30:00-05:00,9,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609165800,70,2020-12-28 09:30:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609165800,72,2020-12-28 09:30:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609165800,77,2020-12-28 09:30:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609165800,71,2020-12-28 09:30:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609165800,79,2020-12-28 09:30:00-05:00,9,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609165800,85,2020-12-28 09:30:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609165800,27,2020-12-28 09:30:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609165800,32,2020-12-28 09:30:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609165800,31,2020-12-28 09:30:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609165800,35,2020-12-28 09:30:00-05:00,9,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609165800,37,2020-12-28 09:30:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609165800,68,2020-12-28 09:30:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609165800,63,2020-12-28 09:30:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609165800,70,2020-12-28 09:30:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609165800,65,2020-12-28 09:30:00-05:00,9,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609165800,74,2020-12-28 09:30:00-05:00,9,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609167600,68,2020-12-28 10:00:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609167600,67,2020-12-28 10:00:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609167600,66,2020-12-28 10:00:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609167600,59,2020-12-28 10:00:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609167600,61,2020-12-28 10:00:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609167600,59,2020-12-28 10:00:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609167600,62,2020-12-28 10:00:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609167600,57,2020-12-28 10:00:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609167600,65,2020-12-28 10:00:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609167600,73,2020-12-28 10:00:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609167600,68,2020-12-28 10:00:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609167600,70,2020-12-28 10:00:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609167600,67,2020-12-28 10:00:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609167600,73,2020-12-28 10:00:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609167600,83,2020-12-28 10:00:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609167600,27,2020-12-28 10:00:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609167600,32,2020-12-28 10:00:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609167600,31,2020-12-28 10:00:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609167600,37,2020-12-28 10:00:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609167600,39,2020-12-28 10:00:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609167600,69,2020-12-28 10:00:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609167600,63,2020-12-28 10:00:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609167600,69,2020-12-28 10:00:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609167600,65,2020-12-28 10:00:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609167600,74,2020-12-28 10:00:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609169400,67,2020-12-28 10:30:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609169400,72,2020-12-28 10:30:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609169400,65,2020-12-28 10:30:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609169400,59,2020-12-28 10:30:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609169400,58,2020-12-28 10:30:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609169400,58,2020-12-28 10:30:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609169400,60,2020-12-28 10:30:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609169400,57,2020-12-28 10:30:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609169400,63,2020-12-28 10:30:00-05:00,10,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609169400,71,2020-12-28 10:30:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609169400,68,2020-12-28 10:30:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609169400,72,2020-12-28 10:30:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609169400,67,2020-12-28 10:30:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609169400,73,2020-12-28 10:30:00-05:00,10,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609169400,83,2020-12-28 10:30:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609169400,27,2020-12-28 10:30:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609169400,32,2020-12-28 10:30:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609169400,31,2020-12-28 10:30:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609169400,35,2020-12-28 10:30:00-05:00,10,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609169400,39,2020-12-28 10:30:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609169400,63,2020-12-28 10:30:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609169400,59,2020-12-28 10:30:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609169400,69,2020-12-28 10:30:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609169400,61,2020-12-28 10:30:00-05:00,10,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609169400,70,2020-12-28 10:30:00-05:00,10,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609171200,77,2020-12-28 11:00:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609171200,74,2020-12-28 11:00:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609171200,70,2020-12-28 11:00:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609171200,59,2020-12-28 11:00:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609171200,65,2020-12-28 11:00:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609171200,58,2020-12-28 11:00:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609171200,63,2020-12-28 11:00:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609171200,57,2020-12-28 11:00:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","14 St - Union Sq, New York, NY 10003, USA",1609171200,65,2020-12-28 11:00:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","141 Fulton St, New York, NY 10038, USA",1609171200,71,2020-12-28 11:00:00-05:00,11,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Times Sq-42 St, New York, NY 10018, USA",1609171200,67,2020-12-28 11:00:00-05:00,11,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","Grand Central - 42 St, New York, NY 10017, USA",1609171200,69,2020-12-28 11:00:00-05:00,11,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609171200,66,2020-12-28 11:00:00-05:00,11,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","14 St - Union Sq, New York, NY 10003, USA",1609171200,72,2020-12-28 11:00:00-05:00,11,2020-12-28
"102-29 215th St, Jamaica, NY 11429, USA","141 Fulton St, New York, NY 10038, USA",1609171200,82,2020-12-28 11:00:00-05:00,11,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Times Sq-42 St, New York, NY 10018, USA",1609171200,33,2020-12-28 11:00:00-05:00,11,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","Grand Central - 42 St, New York, NY 10017, USA",1609171200,35,2020-12-28 11:00:00-05:00,11,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609171200,30,2020-12-28 11:00:00-05:00,11,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","14 St - Union Sq, New York, NY 10003, USA",1609171200,34,2020-12-28 11:00:00-05:00,11,2020-12-28
"1290 St Nicholas Ave, New York, NY 10033, USA","141 Fulton St, New York, NY 10038, USA",1609171200,37,2020-12-28 11:00:00-05:00,11,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Times Sq-42 St, New York, NY 10018, USA",1609171200,64,2020-12-28 11:00:00-05:00,11,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","Grand Central - 42 St, New York, NY 10017, USA",1609171200,59,2020-12-28 11:00:00-05:00,11,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609171200,69,2020-12-28 11:00:00-05:00,11,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","14 St - Union Sq, New York, NY 10003, USA",1609171200,61,2020-12-28 11:00:00-05:00,11,2020-12-28
"2300 Randall Ave, The Bronx, NY 10473, USA","141 Fulton St, New York, NY 10038, USA",1609171200,70,2020-12-28 11:00:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Times Sq-42 St, New York, NY 10018, USA",1609173000,77,2020-12-28 11:30:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","Grand Central - 42 St, New York, NY 10017, USA",1609173000,79,2020-12-28 11:30:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","34 St - Herald Sq Subway Station, New York, NY 10001, USA",1609173000,81,2020-12-28 11:30:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","14 St - Union Sq, New York, NY 10003, USA",1609173000,59,2020-12-28 11:30:00-05:00,11,2020-12-28
"1500 E 92nd St, Brooklyn, NY 11236, USA","141 Fulton St, New York, NY 10038, USA",1609173000,61,2020-12-28 11:30:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Times Sq-42 St, New York, NY 10018, USA",1609173000,60,2020-12-28 11:30:00-05:00,11,2020-12-28
"108-35 167th St, Queens, NY 11433, USA","Grand Central - 42 St, New York, NY 10017, USA",1609173000,62,2020-12-28 11:30:00-05:00,11,2020-12-28
